,alt,lat,lon,pitch,rol,yaw
9372,3.47,32.9405809,35.1050597,5.92,14.63,158.73
9373,3.33,32.9405807,35.1050596,6.84,14.44,158.73
9374,3.45,32.9405807,35.1050596,6.59,14.53,158.76
9375,3.36,32.9405805,35.1050594,6.84,14.55,158.72
9376,3.48,32.9405803,35.1050593,6.83,14.51,158.29
9377,3.32,32.9405803,35.1050592,7.35,14.56,158.48
9378,3.29,32.9405802,35.1050589,7.73,14.53,158.68
9379,3.43,32.9405803,35.1050588,7.84,14.54,158.73
9380,3.5,32.9405801,35.1050586,7.77,14.3,158.47
9381,3.44,32.94058,35.1050584,8.76,14.88,158.96
9382,3.44,32.9405801,35.1050582,8.62,14.74,159.32
9383,3.49,32.9405798,35.1050579,8.82,14.5,159.68
9384,3.47,32.9405795,35.1050576,8.19,14.54,159.41
9385,3.32,32.9405793,35.1050573,8.3,14.5,158.8
9386,3.38,32.9405791,35.1050569,8.22,14.38,158.76
9387,3.6,32.940579,35.1050565,8.07,14.59,158.76
9388,3.53,32.9405786,35.105056,8.02,14.52,158.85
9389,3.44,32.9405785,35.1050557,8.08,14.7,158.49
9390,3.44,32.9405784,35.1050556,8.08,14.19,158.47
9391,3.49,32.9405782,35.1050553,8.5,14.62,158.87
9392,3.48,32.9405781,35.1050551,8.39,14.3,158.78
9393,3.59,32.9405779,35.1050549,8.35,14.27,158.58
9394,3.42,32.9405777,35.1050546,8.44,14.1,158.44
9395,3.46,32.9405775,35.1050543,8.62,14.03,158.35
9396,3.47,32.9405773,35.1050541,8.34,14.03,158.13
9397,3.34,32.9405772,35.1050539,8.49,14.14,158.09
9398,3.43,32.9405773,35.1050535,8.59,13.57,158.16
9399,3.63,32.9405775,35.1050533,8.56,13.77,157.87
9400,3.44,32.9405773,35.105053,8.56,13.43,157.95
9401,3.56,32.9405771,35.1050527,8.36,13.52,158.12
9402,3.5,32.9405768,35.1050525,8.28,13.65,158.21
9403,3.5,32.9405767,35.1050521,8.38,13.64,158.16
9404,3.32,32.9405768,35.1050518,8.45,13.74,158.08
9405,3.34,32.9405767,35.1050514,8.58,13.69,158.2
9406,3.5,32.9405765,35.1050512,8.47,13.66,158.25
9407,3.53,32.9405764,35.1050507,8.47,13.67,158.21
9408,3.5,32.9405764,35.1050505,8.58,13.54,158.19
9409,3.5,32.9405764,35.1050501,8.64,13.56,158.15
9410,3.58,32.9405763,35.1050497,8.63,13.66,158.15
9411,3.51,32.9405762,35.1050494,8.47,13.57,158.18
9412,3.57,32.9405761,35.1050491,8.46,13.5,158.15
9413,3.5,32.9405761,35.1050487,8.52,13.27,158.17
9414,3.4,32.940576,35.1050483,8.57,13.5,158.15
9415,3.53,32.9405761,35.1050479,8.47,13.19,158.1
9416,3.5,32.9405761,35.1050476,8.62,13.39,158.12
9417,3.44,32.940576,35.1050476,8.53,13.47,158.16
9418,3.5,32.940576,35.1050475,8.68,13.06,158.05
9419,3.49,32.9405758,35.1050474,8.6,13.52,157.69
9420,3.67,32.9405757,35.1050472,8.51,13.38,157.41
9421,3.4,32.9405756,35.1050468,8.35,13.5,157.41
9422,3.33,32.9405753,35.1050466,7.91,13.88,157.67
9423,3.53,32.940575,35.1050463,7.4,13.89,157.74
9424,3.47,32.9405752,35.1050463,7.08,13.98,158.15
9425,3.45,32.9405754,35.1050463,7.26,13.65,158.2
9426,3.44,32.9405753,35.1050458,7.08,13.9,158.15
9427,3.56,32.9405751,35.1050455,7.18,13.9,158.31
9428,3.39,32.9405749,35.1050453,7.38,13.82,158.58
9429,3.45,32.9405747,35.105045,7.68,14.0,158.79
9430,3.42,32.9405741,35.1050445,7.99,14.01,159.43
9431,3.32,32.9405739,35.1050441,8.03,14.13,159.69
9432,3.23,32.9405738,35.1050439,8.73,13.7,159.63
9433,3.37,32.9405736,35.1050438,8.36,13.81,159.42
9434,3.49,32.9405735,35.1050437,8.72,13.76,159.75
9435,3.42,32.9405734,35.1050437,9.17,13.53,160.08
9436,3.38,32.9405731,35.1050435,9.36,13.79,160.41
9437,3.45,32.9405728,35.1050435,9.05,13.6,160.16
9438,3.34,32.9405728,35.1050435,9.2,13.5,160.42
9439,3.55,32.9405728,35.1050435,9.37,13.46,160.5
9440,3.54,32.9405728,35.1050436,8.87,13.55,160.55
9441,3.56,32.9405727,35.1050437,9.03,13.35,160.62
9442,3.61,32.9405725,35.1050437,8.65,13.48,161.04
9443,3.49,32.9405724,35.1050438,8.66,13.43,160.88
9444,3.47,32.9405722,35.1050438,8.55,13.41,160.93
9445,3.54,32.9405721,35.1050439,8.7,13.28,160.77
9446,3.44,32.940572,35.1050438,8.69,13.31,160.67
9447,3.5,32.9405718,35.1050438,8.41,13.91,160.95
9448,3.58,32.9405717,35.1050438,8.15,13.92,160.73
9449,3.59,32.9405718,35.1050438,7.87,13.75,160.06
9450,3.59,32.9405718,35.1050437,7.35,13.72,159.52
9451,3.5,32.9405721,35.1050438,7.26,13.73,159.36
9452,3.38,32.9405725,35.1050441,7.54,13.43,159.36
9453,3.42,32.9405726,35.1050442,7.45,13.46,159.69
9454,3.44,32.9405725,35.105044,7.19,13.71,159.85
9455,3.51,32.9405724,35.1050438,5.63,13.78,159.69
9456,3.59,32.9405725,35.1050436,1.92,13.67,159.14
9457,3.38,32.9405724,35.1050435,1.38,14.01,159.67
9458,3.32,32.9405724,35.1050433,1.16,13.85,159.52
9459,3.45,32.9405724,35.1050433,1.29,13.71,159.39
9460,3.51,32.9405724,35.1050433,0.9,13.89,159.71
9461,3.41,32.9405726,35.1050435,1.15,13.56,159.62
9462,3.54,32.9405729,35.1050436,1.1,13.66,159.59
9463,3.39,32.940573,35.1050438,1.27,13.51,159.84
9464,3.4,32.9405729,35.105044,0.92,13.61,159.8
9465,3.51,32.9405728,35.1050443,0.96,13.4,159.84
9466,3.5,32.9405726,35.1050443,0.91,13.52,159.96
9467,3.61,32.9405726,35.1050443,0.98,13.58,159.97
9468,3.52,32.9405726,35.1050441,1.03,13.71,160.06
9469,3.44,32.9405727,35.1050442,1.12,13.6,160.14
9470,3.36,32.9405727,35.1050443,1.0,13.51,160.16
9471,3.4,32.9405726,35.1050443,1.09,13.55,160.28
9472,3.49,32.9405727,35.1050443,1.17,13.56,160.27
9473,3.36,32.9405727,35.1050442,1.06,13.58,160.31
9474,3.47,32.9405726,35.1050441,0.97,13.71,160.42
9475,3.5,32.9405727,35.1050441,1.09,13.56,160.48
9476,3.5,32.9405728,35.1050442,1.09,13.59,160.52
9477,3.53,32.9405729,35.1050445,1.13,13.41,160.61
9478,3.47,32.940573,35.1050447,0.95,13.43,160.67
9479,3.36,32.9405731,35.1050447,1.1,13.44,160.69
9480,3.34,32.940573,35.1050447,0.95,13.61,160.76
9481,3.38,32.9405731,35.1050448,0.98,13.51,160.74
9482,3.3,32.940573,35.1050448,1.16,13.4,160.8
9483,3.25,32.9405727,35.1050448,0.87,13.59,160.89
9484,3.37,32.9405727,35.105045,0.91,13.42,160.88
9485,3.31,32.9405728,35.1050453,1.09,13.31,160.96
9486,3.42,32.9405728,35.1050453,1.13,13.44,161.01
9487,3.4,32.9405728,35.1050454,1.08,13.43,161.04
9488,3.3,32.9405731,35.1050456,1.18,13.44,161.14
9489,3.36,32.9405733,35.1050461,1.16,13.15,161.17
9490,3.35,32.9405734,35.1050464,1.08,13.18,161.2
9491,3.39,32.9405736,35.1050466,1.19,13.19,161.29
9492,3.48,32.9405739,35.1050468,1.23,13.25,161.31
9493,3.44,32.940574,35.105047,1.25,13.27,161.35
9494,3.47,32.940574,35.1050473,0.99,13.27,161.4
9495,3.58,32.9405741,35.1050476,1.16,13.17,161.44
9496,3.53,32.9405741,35.1050478,0.91,13.2,161.5
9497,3.52,32.9405743,35.1050478,1.0,13.33,161.54
9498,3.56,32.9405749,35.1050477,1.09,13.41,161.61
9499,3.64,32.9405754,35.1050478,1.3,13.36,161.66
9500,3.66,32.9405754,35.1050479,1.19,13.09,161.68
9501,3.49,32.9405751,35.1050479,0.88,13.3,161.71
9502,3.5,32.940575,35.1050479,1.07,13.35,161.77
9503,3.7,32.9405749,35.1050482,1.0,13.26,161.81
9504,3.61,32.940575,35.1050485,1.17,13.23,161.87
9505,3.5,32.9405752,35.105049,1.18,13.0,161.91
9506,3.5,32.9405752,35.1050491,1.21,13.21,161.95
9507,3.4,32.9405752,35.1050492,1.15,13.26,161.98
9508,3.49,32.9405752,35.1050493,1.2,13.13,162.03
9509,3.47,32.9405751,35.1050495,1.15,13.24,162.07
9510,3.54,32.9405751,35.1050498,1.1,13.16,162.1
9511,3.48,32.940575,35.1050498,1.12,13.24,162.16
9512,3.55,32.9405749,35.1050499,1.18,13.32,162.19
9513,3.48,32.9405751,35.1050502,1.15,13.13,162.23
9514,3.38,32.9405753,35.1050502,1.2,13.25,162.29
9515,3.43,32.9405756,35.1050503,1.44,13.13,162.34
9516,3.41,32.9405755,35.1050504,1.29,13.22,162.36
9517,3.44,32.9405754,35.1050504,1.02,13.24,162.4
9518,3.49,32.9405753,35.1050507,1.13,13.23,162.45
9519,3.53,32.9405752,35.1050507,1.1,13.07,162.49
9520,3.51,32.9405754,35.1050507,1.35,13.36,162.55
9521,3.64,32.9405755,35.1050508,1.35,13.15,162.56
9522,3.54,32.9405757,35.1050509,1.35,13.18,162.58
9523,3.72,32.9405757,35.1050508,1.32,13.32,162.63
9524,3.58,32.9405757,35.1050508,1.27,13.27,162.67
9525,3.53,32.9405757,35.1050509,1.19,13.19,162.7
9526,3.45,32.9405759,35.1050511,1.32,13.14,162.73
9527,3.5,32.9405762,35.1050511,1.46,13.13,162.76
9528,3.52,32.9405762,35.1050511,1.29,13.3,162.8
9529,3.55,32.9405762,35.1050511,1.29,13.25,162.84
9530,3.59,32.9405762,35.1050512,1.32,13.15,162.86
9531,3.7,32.9405761,35.1050513,1.26,13.12,162.9
9532,3.53,32.9405763,35.1050515,1.28,13.14,162.91
9533,3.45,32.9405765,35.1050519,1.33,12.96,162.94
9534,3.54,32.9405767,35.1050521,1.47,12.89,162.96
9535,3.54,32.9405766,35.1050521,1.43,13.0,162.98
9536,3.57,32.9405765,35.1050521,1.15,13.13,162.99
9537,3.69,32.9405764,35.105052,1.47,12.99,162.97
9538,3.59,32.9405763,35.1050519,1.33,13.07,163.03
9539,3.48,32.9405761,35.1050519,1.38,13.04,163.04
9540,3.61,32.940576,35.1050518,1.17,13.01,163.01
9541,3.51,32.940576,35.1050518,1.44,13.01,163.12
9542,3.53,32.9405759,35.105052,1.26,12.98,163.1
9543,3.49,32.940576,35.1050522,1.39,12.78,163.08
9544,3.65,32.9405759,35.105052,1.34,12.83,163.08
9545,3.53,32.9405756,35.1050518,1.22,13.31,163.13
9546,3.5,32.9405756,35.1050519,1.24,12.95,163.17
9547,3.55,32.940576,35.1050519,1.48,12.85,163.22
9548,3.38,32.9405763,35.1050519,1.61,12.92,163.2
9549,3.6,32.9405764,35.1050519,1.47,12.89,163.29
9550,3.44,32.9405762,35.1050519,1.34,12.99,163.23
9551,3.56,32.9405763,35.105052,1.27,12.82,163.11
9552,3.56,32.9405762,35.1050521,1.43,12.86,163.24
9553,3.46,32.9405762,35.1050521,1.31,12.71,163.28
9554,3.62,32.9405762,35.105052,1.33,12.92,163.32
9555,3.4,32.9405763,35.105052,1.38,12.83,163.44
9556,3.39,32.9405765,35.1050523,1.5,12.7,163.45
9557,3.42,32.9405765,35.1050523,1.31,12.72,163.43
9558,3.56,32.9405768,35.1050523,1.47,12.9,163.59
9559,3.45,32.9405774,35.1050527,1.49,12.77,163.64
9560,3.34,32.9405775,35.1050526,1.53,12.79,163.59
9561,3.5,32.9405776,35.1050528,1.43,12.84,163.6
9562,3.57,32.940578,35.1050531,1.32,12.59,163.63
9563,3.56,32.9405782,35.105053,1.54,12.8,163.66
9564,3.51,32.9405783,35.105053,1.31,12.87,163.72
9565,3.39,32.9405789,35.1050532,1.48,12.79,163.74
9566,3.32,32.9405789,35.105053,1.43,12.69,163.65
9567,3.46,32.9405791,35.1050531,1.38,12.74,163.72
9568,3.5,32.9405793,35.1050534,1.46,12.68,163.71
9569,3.56,32.9405793,35.1050536,1.25,12.55,163.76
9570,3.49,32.9405795,35.1050539,1.38,12.63,163.77
9571,3.48,32.9405795,35.105054,1.33,12.52,163.58
9572,3.44,32.9405798,35.1050542,1.48,12.6,163.81
9573,3.46,32.9405796,35.1050542,1.51,12.56,163.69
9574,3.54,32.9405795,35.1050543,1.22,12.56,163.61
9575,3.45,32.9405795,35.1050544,1.37,12.55,163.64
9576,3.43,32.9405796,35.1050547,1.4,12.52,163.52
9577,3.48,32.9405796,35.1050546,1.32,12.67,163.8
9578,3.42,32.9405797,35.1050548,1.41,12.69,164.12
9579,3.38,32.9405799,35.1050554,1.42,12.49,163.85
9580,3.33,32.9405801,35.1050558,1.34,12.35,163.99
9581,3.28,32.9405801,35.1050559,1.35,12.55,164.05
9582,3.37,32.9405798,35.105056,1.35,12.53,163.91
9583,3.33,32.9405797,35.1050563,0.95,12.59,164.02
9584,3.46,32.9405797,35.1050563,1.45,12.56,164.01
9585,3.53,32.9405798,35.1050562,1.31,12.66,164.02
9586,3.6,32.9405801,35.1050563,1.61,12.87,164.1
9587,3.64,32.9405804,35.1050569,1.49,12.2,164.0
9588,3.59,32.9405808,35.105057,1.6,12.49,164.08
9589,3.42,32.9405811,35.1050569,1.76,12.65,164.08
9590,3.57,32.9405815,35.105057,1.61,12.47,164.02
9591,3.54,32.9405815,35.1050572,1.56,12.52,164.06
9592,3.46,32.9405815,35.1050569,1.23,12.73,164.02
9593,3.47,32.9405814,35.1050569,1.59,12.82,164.06
9594,3.49,32.9405815,35.1050573,1.18,12.57,164.04
9595,3.79,32.9405816,35.1050576,1.57,12.37,164.02
9596,3.52,32.9405817,35.1050579,1.27,12.58,164.06
9597,3.61,32.940582,35.1050581,1.51,12.48,164.04
9598,3.69,32.9405823,35.1050582,1.54,12.62,164.03
9599,3.48,32.9405823,35.105059,1.33,12.45,164.06
9600,3.62,32.9405828,35.1050601,1.18,11.97,164.01
9601,3.42,32.9405833,35.1050606,1.64,12.06,164.07
9602,3.46,32.9405833,35.1050608,1.54,12.32,164.12
9603,3.66,32.9405831,35.1050609,1.51,12.39,164.13
9604,3.59,32.9405832,35.105061,1.36,12.44,164.14
9605,3.52,32.9405833,35.105061,1.71,12.4,164.18
9606,3.65,32.9405834,35.1050612,1.49,12.42,164.16
9607,3.6,32.9405834,35.1050612,1.47,12.48,164.18
9608,3.57,32.9405834,35.1050613,1.55,12.43,164.18
9609,3.6,32.9405832,35.1050613,1.42,12.33,164.17
9610,3.57,32.9405834,35.1050615,1.43,12.36,164.19
9611,3.59,32.9405835,35.1050618,1.43,12.33,164.2
9612,3.38,32.9405836,35.1050622,1.46,12.2,164.22
9613,3.54,32.9405836,35.1050624,1.39,12.25,164.17
9614,3.51,32.9405835,35.1050626,1.46,12.37,164.2
9615,3.49,32.9405836,35.105063,1.37,12.25,164.18
9616,3.5,32.9405835,35.1050632,1.63,12.31,164.15
9617,3.46,32.9405832,35.1050633,1.18,12.27,164.14
9618,3.44,32.940583,35.1050634,1.36,12.34,164.14
9619,3.56,32.9405831,35.1050636,1.41,12.23,164.13
9620,3.59,32.9405832,35.1050639,1.45,12.21,164.14
9621,3.44,32.9405832,35.1050642,1.38,12.17,164.14
9622,3.55,32.9405835,35.1050645,1.49,12.15,164.14
9623,3.54,32.9405838,35.1050647,1.68,12.18,164.16
9624,3.59,32.9405838,35.1050647,1.65,12.17,164.15
9625,3.5,32.9405839,35.1050648,1.48,12.16,164.11
9626,3.51,32.9405839,35.105065,1.53,12.19,164.13
9627,3.42,32.9405841,35.1050652,1.46,12.19,164.18
9628,3.53,32.9405843,35.1050652,1.64,12.18,164.19
9629,3.54,32.9405844,35.1050653,1.54,12.24,164.18
9630,3.6,32.9405846,35.1050654,1.59,12.17,164.14
9631,3.57,32.9405847,35.1050655,1.63,12.12,164.15
9632,3.65,32.9405849,35.1050655,1.41,12.27,164.16
9633,3.56,32.9405849,35.1050655,1.58,12.18,164.12
9634,3.58,32.9405849,35.1050656,1.57,12.16,164.15
9635,3.58,32.9405847,35.1050657,1.38,12.12,164.12
9636,3.54,32.9405847,35.1050658,1.41,12.18,164.2
9637,3.5,32.9405848,35.1050657,1.56,12.18,164.21
9638,3.49,32.9405848,35.1050657,1.55,12.23,164.29
9639,3.43,32.9405848,35.1050658,1.54,12.19,164.2
9640,3.44,32.940585,35.105066,1.41,12.13,164.21
9641,3.55,32.9405854,35.1050661,1.75,12.08,164.2
9642,3.43,32.9405858,35.1050662,1.72,12.05,164.14
9643,3.42,32.9405858,35.1050662,1.57,12.17,164.19
9644,3.56,32.940586,35.1050664,1.37,12.14,164.12
9645,3.45,32.9405862,35.1050664,1.62,12.06,164.13
9646,3.49,32.9405864,35.1050664,1.59,12.13,164.14
9647,3.61,32.9405865,35.1050665,1.56,12.02,164.11
9648,3.47,32.9405866,35.1050664,1.51,12.07,164.21
9649,3.47,32.940587,35.1050665,1.57,12.11,164.1
9650,3.34,32.9405871,35.1050666,1.63,11.93,164.1
9651,3.44,32.9405871,35.1050667,1.34,12.22,164.16
9652,3.29,32.9405873,35.1050669,1.47,11.91,164.07
9653,3.34,32.9405874,35.105067,1.52,11.99,164.12
9654,3.5,32.9405874,35.1050669,1.45,12.07,164.15
9655,3.46,32.9405875,35.1050668,1.44,12.11,164.09
9656,3.49,32.9405876,35.1050666,1.68,12.02,164.12
9657,3.39,32.9405877,35.1050665,1.52,12.03,164.12
9658,3.33,32.9405877,35.1050665,1.55,12.06,164.1
9659,3.59,32.9405876,35.1050663,1.4,12.0,164.15
9660,3.56,32.9405875,35.1050661,1.42,12.2,164.06
9661,3.59,32.9405877,35.1050662,1.53,11.98,164.1
9662,3.47,32.9405878,35.1050663,1.57,11.95,164.15
9663,3.47,32.940588,35.1050665,1.36,11.84,164.07
9664,3.45,32.9405883,35.1050665,1.47,11.93,164.14
9665,3.43,32.9405884,35.1050664,1.46,11.94,164.1
9666,3.5,32.9405886,35.1050662,1.43,12.04,164.1
9667,3.53,32.9405887,35.1050663,1.56,11.85,164.12
9668,3.5,32.9405887,35.1050663,1.19,11.92,164.08
9669,3.49,32.9405889,35.1050664,1.43,11.84,164.12
9670,3.6,32.9405889,35.1050662,1.45,11.86,164.1
9671,3.47,32.9405888,35.1050663,1.24,11.94,164.05
9672,3.47,32.940589,35.1050666,1.36,11.76,164.11
9673,3.53,32.940589,35.1050668,1.4,11.75,164.08
9674,3.56,32.940589,35.1050668,1.33,11.78,164.09
9675,3.44,32.940589,35.1050666,1.41,12.04,164.11
9676,3.5,32.940589,35.1050667,1.27,11.94,164.07
9677,3.56,32.940589,35.1050667,1.46,11.77,164.12
9678,3.47,32.9405891,35.1050666,1.36,11.86,164.08
9679,3.51,32.9405892,35.1050665,1.47,11.87,164.1
9680,3.5,32.9405893,35.1050665,1.41,11.88,164.13
9681,3.58,32.9405894,35.1050665,1.42,11.84,164.1
9682,3.54,32.9405895,35.1050666,1.43,11.76,164.08
9683,3.48,32.9405895,35.1050666,1.44,11.86,164.05
9684,3.59,32.9405896,35.1050668,1.28,11.8,164.06
9685,3.58,32.9405896,35.1050667,1.46,11.81,164.06
9686,3.49,32.9405896,35.1050668,1.29,11.91,164.06
9687,3.55,32.9405894,35.1050669,1.23,11.69,164.06
9688,3.45,32.9405893,35.1050668,1.24,11.82,164.04
9689,3.52,32.9405895,35.1050666,1.45,11.9,164.06
9690,3.53,32.9405895,35.1050664,1.52,11.85,164.02
9691,3.58,32.9405893,35.1050663,1.32,11.95,164.03
9692,3.52,32.9405893,35.1050666,1.23,11.88,164.04
9693,3.46,32.9405894,35.105067,1.49,11.55,164.06
9694,3.47,32.9405895,35.1050673,1.26,11.68,164.06
9695,3.4,32.9405895,35.1050675,1.49,11.64,164.04
9696,3.47,32.9405894,35.1050676,1.26,11.79,164.08
9697,3.55,32.9405896,35.1050678,1.34,11.64,164.04
9698,3.5,32.9405897,35.1050681,1.5,11.56,164.07
9699,3.47,32.9405896,35.1050683,1.43,11.58,164.07
9700,3.49,32.9405897,35.1050688,1.4,11.62,164.03
9701,3.58,32.9405896,35.105069,1.33,11.45,164.06
9702,3.39,32.9405896,35.105069,1.34,11.64,164.06
9703,3.56,32.9405896,35.1050688,1.38,11.59,164.05
9704,3.54,32.9405897,35.1050688,1.52,11.55,164.07
9705,3.53,32.9405897,35.1050688,1.34,11.61,164.02
9706,3.56,32.9405897,35.1050686,1.52,11.66,164.06
9707,3.49,32.9405895,35.1050686,1.28,11.6,164.05
9708,3.47,32.9405894,35.1050685,1.31,11.57,164.03
9709,3.55,32.9405893,35.1050684,1.38,11.51,164.07
9710,3.43,32.9405892,35.1050683,1.3,11.62,164.04
9711,3.47,32.9405892,35.1050683,1.24,11.55,164.05
9712,3.37,32.9405891,35.1050683,1.44,11.46,164.07
9713,3.46,32.940589,35.1050683,1.33,11.55,164.07
9714,3.48,32.940589,35.1050684,1.32,11.44,164.05
9715,3.38,32.940589,35.1050684,1.29,11.44,164.07
9716,3.54,32.9405891,35.1050683,1.4,11.57,164.09
9717,3.49,32.9405891,35.1050683,1.32,11.47,164.1
9718,3.46,32.9405892,35.1050683,1.39,11.51,164.11
9719,3.48,32.9405893,35.1050683,1.39,11.41,164.09
9720,3.44,32.9405895,35.1050684,1.44,11.4,164.11
9721,3.38,32.9405896,35.1050685,1.41,11.31,164.08
9722,3.49,32.9405897,35.1050686,1.38,11.4,164.13
9723,3.42,32.9405899,35.1050687,1.43,11.37,164.14
9724,3.43,32.94059,35.1050688,1.43,11.26,164.12
9725,3.44,32.9405901,35.1050689,1.36,11.38,164.15
9726,3.52,32.9405901,35.105069,1.37,11.25,164.15
9727,3.53,32.9405902,35.1050691,1.32,11.42,164.15
9728,3.45,32.9405903,35.1050692,1.38,11.35,164.16
9729,3.35,32.9405906,35.1050692,1.33,11.33,164.16
9730,3.21,32.9405909,35.1050693,1.68,11.31,164.16
9731,3.3,32.9405909,35.1050695,1.39,11.28,164.17
9732,3.36,32.9405909,35.1050693,1.39,11.4,164.17
9733,3.47,32.9405911,35.1050693,1.42,11.48,164.19
9734,3.48,32.9405912,35.1050693,1.53,11.17,164.19
9735,3.49,32.9405914,35.1050694,1.4,11.28,164.19
9736,3.46,32.9405914,35.1050694,1.61,11.26,164.24
9737,3.37,32.9405913,35.1050693,1.25,11.44,164.19
9738,3.6,32.9405914,35.1050692,1.38,11.41,164.22
9739,3.38,32.9405916,35.1050693,1.54,11.27,164.25
9740,3.36,32.9405916,35.1050696,1.33,11.18,164.2
9741,3.48,32.9405917,35.1050697,1.3,11.25,164.27
9742,3.42,32.9405918,35.1050699,1.32,11.33,164.26
9743,3.46,32.9405919,35.1050702,1.43,11.12,164.26
9744,3.52,32.9405921,35.1050703,1.32,11.17,164.31
9745,3.36,32.9405922,35.1050705,1.46,11.12,164.3
9746,3.43,32.9405924,35.1050705,1.39,11.2,164.3
9747,3.47,32.9405923,35.1050704,1.46,11.24,164.32
9748,3.42,32.9405922,35.1050704,1.22,11.25,164.31
9749,3.39,32.9405921,35.1050704,1.34,11.24,164.36
9750,3.37,32.9405919,35.1050705,1.34,11.12,164.34
9751,3.39,32.9405918,35.1050705,1.19,11.11,164.34
9752,3.31,32.9405919,35.1050705,1.47,11.13,164.34
9753,3.41,32.9405917,35.1050704,1.43,11.15,164.35
9754,3.45,32.9405916,35.1050702,1.2,11.26,164.36
9755,3.48,32.9405915,35.10507,1.4,11.26,164.37
9756,3.5,32.9405913,35.10507,1.37,11.15,164.36
9757,3.49,32.9405912,35.1050701,1.16,11.08,164.38
9758,3.53,32.9405913,35.10507,1.36,11.06,164.4
9759,3.47,32.9405913,35.1050699,1.35,11.15,164.42
9760,3.42,32.9405913,35.10507,1.31,11.2,164.43
9761,3.45,32.9405911,35.10507,1.28,11.02,164.42
9762,3.4,32.940591,35.1050699,1.24,11.14,164.45
9763,3.41,32.9405909,35.1050699,1.32,11.08,164.43
9764,3.47,32.9405908,35.1050701,1.27,10.96,164.47
9765,3.46,32.9405907,35.1050701,1.34,10.96,164.48
9766,3.48,32.9405907,35.1050701,1.34,11.1,164.46
9767,3.5,32.9405905,35.10507,1.32,11.09,164.48
9768,3.36,32.9405905,35.10507,1.19,11.04,164.49
9769,3.45,32.9405905,35.10507,1.44,11.03,164.52
9770,3.38,32.9405904,35.10507,1.17,11.06,164.52
9771,3.26,32.9405903,35.1050701,1.27,10.93,164.52
9772,3.37,32.9405903,35.1050702,1.24,10.97,164.55
9773,3.39,32.9405902,35.1050702,1.22,11.03,164.54
9774,3.35,32.9405902,35.1050702,1.34,10.99,164.57
9775,3.46,32.9405901,35.1050701,1.27,10.98,164.57
9776,3.4,32.9405903,35.1050702,1.45,10.88,164.59
9777,3.25,32.9405904,35.1050702,1.43,10.94,164.63
9778,3.42,32.9405906,35.1050702,1.43,10.86,164.6
9779,3.44,32.9405907,35.1050701,1.43,10.95,164.64
9780,3.44,32.9405908,35.1050701,1.42,10.98,164.66
9781,3.42,32.940591,35.1050701,1.38,10.84,164.66
9782,3.45,32.940591,35.10507,1.37,10.96,164.68
9783,3.46,32.940591,35.10507,1.29,11.01,164.68
9784,3.5,32.9405911,35.1050701,1.39,10.81,164.71
9785,3.49,32.9405912,35.1050701,1.44,10.88,164.71
9786,3.45,32.9405913,35.1050701,1.4,10.88,164.71
9787,3.49,32.9405913,35.1050701,1.29,10.84,164.73
9788,3.45,32.9405915,35.10507,1.37,10.93,164.73
9789,3.55,32.9405917,35.1050699,1.43,10.97,164.74
9790,3.28,32.9405918,35.1050699,1.46,10.82,164.75
9791,3.39,32.9405917,35.1050698,1.29,10.89,164.74
9792,3.36,32.9405917,35.1050699,1.35,10.86,164.78
9793,3.33,32.9405918,35.1050699,1.36,10.82,164.77
9794,3.44,32.940592,35.1050698,1.45,10.86,164.79
9795,3.39,32.940592,35.1050699,1.4,10.79,164.8
9796,3.47,32.9405919,35.10507,1.26,10.7,164.79
9797,3.41,32.9405918,35.1050701,1.21,10.79,164.83
9798,3.54,32.9405918,35.10507,1.36,10.71,164.82
9799,3.5,32.9405918,35.1050698,1.36,10.85,164.86
9800,3.43,32.9405917,35.1050696,1.33,10.8,164.9
9801,3.46,32.9405915,35.1050694,1.27,10.8,164.89
9802,3.54,32.9405914,35.1050694,1.32,10.8,164.92
9803,3.52,32.9405913,35.1050694,1.22,10.66,164.95
9804,3.53,32.9405911,35.1050693,1.29,10.75,164.96
9805,3.55,32.940591,35.1050692,1.19,10.76,164.98
9806,3.49,32.9405909,35.1050691,1.34,10.72,164.96
9807,3.47,32.9405909,35.1050691,1.37,10.72,164.98
9808,3.48,32.9405908,35.105069,1.24,10.61,164.99
9809,3.53,32.9405907,35.1050689,1.33,10.7,164.98
9810,3.45,32.9405907,35.105069,1.3,10.68,165.01
9811,3.57,32.9405907,35.1050691,1.26,10.51,165.02
9812,3.5,32.9405906,35.1050689,1.33,10.71,165.02
9813,3.54,32.9405906,35.1050688,1.28,10.69,165.04
9814,3.52,32.9405905,35.1050689,1.3,10.7,165.03
9815,3.45,32.9405905,35.105069,1.28,10.48,165.04
9816,3.48,32.9405904,35.105069,1.27,10.6,165.04
9817,3.46,32.9405906,35.105069,1.3,10.71,165.04
9818,3.4,32.9405906,35.1050691,1.38,10.55,165.08
9819,3.33,32.9405905,35.1050692,1.24,10.59,165.06
9820,3.25,32.9405905,35.1050693,1.23,10.54,165.09
9821,3.41,32.9405905,35.1050693,1.36,10.57,165.11
9822,3.34,32.9405904,35.1050693,1.32,10.53,165.1
9823,3.44,32.9405903,35.1050693,1.31,10.6,165.12
9824,3.45,32.9405901,35.1050694,1.26,10.52,165.12
9825,3.47,32.9405903,35.1050693,1.31,10.59,165.15
